"技術担当
部署（FY20 ）","技術担当
部署(FY21)",案件責任,営業/開発担当者,確度,プロジェクト名,S/L,AOコード,AOコード名,セグメント,請求先,内外,カテゴリ,ヒト/モノ,新規・継続,サービスCD,サービス名,売上1月,外注費1月,仕入1月,原価経費1月,社内人件費1月,売上総利益1月,率1月,売上2月,外注費2月,仕入2月,原価経費2月,社内人件費2月,売上総利益2月,率2月,売上3月,外注費3月,仕入3月,原価経費3月,社内人件費3月,売上総利益3月,率3月,売上4月,外注費4月,仕入4月,原価経費4月,社内人件費4月,売上総利益4月,率4月,売上5月,外注費5月,仕入5月,原価経費5月,社内人件費5月,売上総利益5月,率5月,売上6月,外注費6月,仕入6月,原価経費6月,社内人件費6月,売上総利益6月,率6月,売上7月,外注費7月,仕入7月,原価経費7月,社内人件費7月,売上総利益7月,率7月,売上8月,外注費8月,仕入8月,原価経費8月,社内人件費8月,売上総利益8月,率8月,売上9月,外注費9月,仕入9月,原価経費9月,社内人件費9月,売上総利益9月,率9月,売上10月,外注費10月,仕入10月,原価経費10月,社内人件費10月,売上総利益10月,率10月,売上11月,外注費11月,仕入11月,原価経費11月,社内人件費11月,売上総利益11月,率11月,売上12月,外注費12月,仕入12月,原価経費12月,社内人件費12月,売上総利益12月,率12月
ク基技,ク基技,営業,戸村,C1,ストリーム　JP1移行作業,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B7D,BSその他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1412500,529000,0,0,276000,607500,0.430088496,,,,,,,,,,,,,,,508500,210000,,,118949,179551,0.353099312,,,,,,,,,,,,,,,,,,,,,
ク基技,ク基技,営業,平野,D,ENEOS様ポータルサイト構築（Outsystemsインフラ）,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ク基技,ク基技,,,,(AOSMS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ク基技,ク基技,営業,柴田,C0,AOSMS(技術統括）,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,その他,ISID,内,AOSMS,ヒト,継続,X12,BIクラウド,1373700,536236,0,253256,272164,312043,0.227,1373700,548729,0,258232,304048,262691,0.191228798,1367700,481881.6848,0,114323.3711,264329.9589,507164.9852,0.370815958,571000,255957,0,179540,118609,82130.95481,0.143837049,571000,173237,0,93740,85557,218466,0.382602452,571000,234135.3731,0,100227.6857,113349.7643,123287.1769,0.215914495,571000,256978.7841,0,110006.397,124408.7308,79606.08806,0.139415216,571000,246664.8366,0,105591.2458,119415.5361,99328.38148,0.173955134,571000,246696.947,0,105604.9915,119431.0814,99266.98017,0.173847601,571000,261501.6572,0,105382.3065,126598.347,77517.68928,0.135757775,571000,248113.0629,0,99986.84948,120116.6523,102783.4353,0.180006016,571000,261741.5895,0,105478.9966,126714.5032,77064.91079,0.134964817
ク基技,ク基技,営業,柴田,C0,AOSMS(金融）,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,金融,ISID,内,AOSMS,ヒト,継続,F21,BANK R 1.0,401500,156729,0,74021,79547,91203,0.227,401500,160382,0,75477,88864,76777,0.191225405,1864975,657086.5651,0,277424.5711,360436.3275,570027.5364,0.305648889,515184,230937,0,134576,104150,74102.5461,0.143837049,515184,185529,0,95614,90753,143288,0.278129756,515184,211248.3328,0,90430.29781,102269.6759,111235.6934,0.215914495,515184,231858.7704,0,99253.12723,112247.614,71824.48839,0.139415216,515184,222553.0249,0,95269.56282,107742.5106,89618.90173,0.173955134,515184,222581.9964,0,95281.96483,107756.5363,89563.50247,0.173847601,515184,235939.5268,0,95081.04761,114223.1923,69940.23334,0.135757775,515184,223859.6851,0,90213.00361,108375.0918,92736.2195,0.180006016,515184,236156.0053,0,95168.2861,114327.994,69531.71454,0.134964817
ク基技,ク基技,営業,柴田,C0,AOSMS(CIT）,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,CIT,ISID,内,AOSMS,ヒト,継続,C63,ISID独自 ISID,85000,33181,0,15671,16841,19308,0.227,85000,33953,0,15979,18814,16254,0.191223529,85000,29948.04651,0,12644.1848,16427.61315,25980.15555,0.305648889,85000,38102,0,17346,16678,12226.14914,0.143837049,85000,35787,0,17731,17377,14105,0.165941176,85000,34853.77708,0,14920.0583,16873.43251,18352.73211,0.215914495,85000,38254.28485,0,16375.73336,18519.68847,11850.29332,0.139415216,85000,36718.93365,0,15718.48668,17776.39329,14786.18639,0.173955134,85000,36723.71365,0,15720.53288,17778.70738,14777.04608,0.173847601,85000,38927.56719,0,15687.38363,18845.63835,11539.41084,0.135757775,85000,36934.519,0,14884.20702,17880.7626,15300.51139,0.180006016,85000,38963.2839,0,15701.77707,18862.92954,11472.00949,0.134964817
ク基技,ク基技,営業,柴田,C0,AOSMS(BS),5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,BS,ISID,内,AOSMS,ヒト,継続,B7D,BSその他,6282400,2448489,0,1156383,1242719,1424809,0.227,6355307,2539230,0,1194924,1408112,1213041,0.190870559,6872210,2590617.943,0,1111836.989,554186.1272,2615568.941,0.380600846,6731550,3013116,0,1365144,1319336,968246.2852,0.143837049,7020550,3002120,0,1481989,1456585,1079856,0.15381359,7500850,3075681.81,0,1316624.933,1489001.015,1619542.243,0.215914495,6688550,3010184.67,0,1288587.192,1457292.498,932485.6398,0.139415216,7036679,3039757.051,0,1301246.413,1471609.098,1224066.438,0.173955134,7035550,3039664.983,0,1301207.001,1471564.526,1223113.489,0.173847601,6544550,2997216.586,0,1207845.488,1451014.382,888473.5436,0.135757775,6986050,3035604.664,0,1223315.464,1469598.842,1257531.03,0.180006016,6537050,2996528.647,0,1207568.257,1450681.336,882271.7602,0.134964817
ク基技,ク基技,営業,柴田,C0,AOSMS(AO独自）,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,その他,顧客,外,AOSMS,ヒト,継続,B63,SI関連その他,466000,181907,0,85912,92326,105854,0.227,466000,186145,0,87600,103141,89114,0.19123176,466000,164185.7608,0,69319.88371,90061.97327,142432.3822,0.305648889,466000,208889,0,95100,91427,67028.0647,0.143837049,466000,196206,0,97212,95264,77318,0.165918455,466000,191080.7073,0,81797.02549,92506.11237,100616.1549,0.215914495,466000,209723.491,0,89777.54994,101531.4686,64967.49043,0.139415216,466000,201306.1539,0,86174.29166,97456.46202,81063.09242,0.173955134,466000,201332.3596,0,86185.50967,97469.14871,81012.98207,0.173847601,466000,213414.6625,0,86003.77377,103318.4408,63263.12295,0.135757775,466000,202488.0689,0,81600.47611,98028.65143,83882.8036,0.180006016,466000,213610.4741,0,86082.68371,103413.2373,62893.60495,0.134964817
ク基技,ク基技,営業,柴田,C0,ジョブ監理サービス（AirDo),5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,AOSMS,ヒト,継続,B7D,BSその他,244000,946,0,2476,4076,236502,0.969,244000,2597,0,7150,12398,221855,0.909241803,244000,3952,0,10583,12642,216823,0.888618852,244000,4000,,15332,14982,209686,0.859368852,244000,5889,,16778,16715,204618,0.838598361,244000,4000,,11000,12000,217000,0.889344262,244000,4000,,11000,12000,217000,0.889344262,244000,4000,,11000,12000,217000,0.889344262,244000,4000,,11000,12000,217000,0.889344262,244000,4000,,11000,12000,217000,0.889344262,244000,4000,,11000,12000,217000,0.889344262,244000,4000,,11000,12000,217000,0.889344262
ク基技,ク基技,営業,平野,C0,ジョブ監理サービス（レオスキャピタル),5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,AOSMS,ヒト,継続,B7D,BSその他,203000,787,0,2060,3391,196762,0.969,203000,2160,0,5948,10314,184578,0.909251232,203000,3288,0,8805,10519,180388,0.888610837,203000,3500,,12584,12465,174451,0.859364532,203000,4900,,13959,13905,170236,0.838600985,203000,3500,,9000,10000,180500,0.889162562,203000,3500,,9000,10000,180500,0.889162562,203000,3500,,9000,10000,180500,0.889162562,203000,3500,,9000,10000,180500,0.889162562,203000,3500,,9000,10000,180500,0.889162562,203000,3500,,9000,10000,180500,0.889162562,203000,3500,,9000,10000,180500,0.889162562
ク基技,ク基技,営業,根来,C0,ジョブ監理サービス（日本電産),5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,AOSMS,ヒト,継続,B7D,BSその他,758400,2941,325125,7695,12666,409973,0.541,808400,65580,325125,185097,328507,-95909,-0.118640524,783400,63042,325125,167219,142305,85709,0.109406433,783400,63000,325125,173944,139516,81815,0.104435793,783400,56964,325125,166959,132483,101869,0.130034465,783400,63000,325125,170000,130000,95275,0.121617309,783400,63000,325125,170000,130000,95275,0.121617309,783400,63000,325125,170000,130000,95275,0.121617309,783400,63000,325125,170000,130000,95275,0.121617309,783400,63000,325125,170000,130000,95275,0.121617309,783400,63000,325125,170000,130000,95275,0.121617309,783400,63000,325125,170000,130000,95275,0.121617309
ク基技,ク基技,営業,根来,C0,ジョブ監理サービス（日本電産)初期費用,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,AOSMS,ヒト,継続,B7D,BSその他,16902667,65563,11903800,171508,282312,4479484,0.265,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,,,,（AWS運用）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ク基技,ク基技,営業管理,岩島,C0,AWS_証明書系 ,6b 情報機器･その他ソフト保守,201,インフラサービス,CIT,ISID,内,インフラ,モノ,継続,C63,ISID独自 ISID,233827,0,172251,40058,0,21518,0.092025301,233561,0,172159,39399,0,22003,0.094206653,244921,2024,176303,44612,676,21306,0.086991316,237633,0,179703,37847,0,20083,0.084512673,261662,0,208591,32968,0,20103,0.076828122,261993,0,186452,57341,0,18200,0.069467505,271395,0,194948,55759,0,20688,0.076228376,262425,0,194948,47199,0,20278,0.077271601,260867,0,198865,41842,0,20160,0.07728076,266847,0,194948,51439,0,20460,0.07667315,260867,0,194948,45759,0,20160,0.07728076,260867,0,194948,45759,0,20160,0.07728076
ク基技,ク基技,営業管理,岩島,C0,AWS_運用系,5a 個別運用保守サービス,201,インフラサービス,CIT,ISID,内,AWS個別,ヒト,継続,C23,電通グループ 経費,10042971,0,0,7533482,0,2509489,0.249875161,18420051,0,0,9625421,294518,8500112,0.461459743,43282520,10617164,0,28189219,3974100,502037,0.01159907,12344531,,0,8864844,309106,3170581,0.256840944,11212949,0,0,8520260,,2692689,0.240141019,45774158,10869000,0,20436920,4689000,9779238,0.213641024,9493129,3000000,0,2923761,1600000,1969368,0.207451937,16920264,3000000,0,8494507,1600000,3825757,0.226105042,40664659,3000000,0,26302538,1600000,9762121,0.240064007,9553270,3000000,0,2968963,1600000,1984307,0.207709716,9629295,3000000,0,3026009,1600000,2003286,0.208040776,57238620,3000000,0,38729645,1600000,13908975,0.242999831
ク基技,ク基技,,,,（インフラ支援・ネットワーク支援　ヒト系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ク基技,ク基技,営業,戸村,C0,PB様　F-Secureバージョンアップ作業,5a 個別運用保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B7D,BSその他,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,,,584195,276001,,,49654,258540,0.442557708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ク基技,ク基技,営業,戸村,C0,ダイダン様（技術研究所）ネットワーク運用保守 FY20,5a 個別運用保守サービス,201,インフラサービス,ES,ダイダン,外,インフラ,ヒト,継続,E83,その他：IT商品、ハード等,57329,,6347,,0,50982,0.889288144,46800,0,0,0,0,46800,1,46800,0,0,,0,46800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ク基技,ク基技,営業,戸村,C0,ダイダン様（技術研究所）ネットワーク運用保守,5a 個別運用保守サービス,201,インフラサービス,ES,ダイダン,外,インフラ,ヒト,新規,E83,その他：IT商品、ハード等,,,,,,,,0,0,0,0,0,0,0,,,,,,,,46800,,,,4133,42667,0.911688034,46800,,,,0,46800,1,46800,,,,30000,16800,0.358974359,46800,,,,30000,16800,0.358974359,46800,,,,30000,16800,0.358974359,46800,,,,30000,16800,0.358974359,46800,,,,30000,16800,0.358974359,46800,,,,30000,16800,0.358974359,46800,,,,30000,16800,0.358974359
ク基技,ク基技,営業,戸村,C0,ダイダン様（セラボ殿町）ネットワーク運用保守,5a 個別運用保守サービス,201,インフラサービス,ES,ダイダン,外,インフラ,ヒト,新規,E83,その他：IT商品、ハード等,,,,,,,,0,0,0,0,0,0,0,,,,,,,,46800,,,,8266,38534,0.823376068,46800,,,1502,25093,20205,0.431730769,46800,,,,30000,16800,0.358974359,46800,,,,30000,16800,0.358974359,46800,,,,30000,16800,0.358974359,46800,,,,30000,16800,0.358974359,46800,,,,30000,16800,0.358974359,46800,,,,30000,16800,0.358974359,46800,,,,30000,16800,0.358974359
ク基技,ク基技,営業,戸村,C1,ダイダン様（セラボ殿町）UPSリプレース　ヒト,5a 個別運用保守サービス,201,インフラサービス,ES,ダイダン,外,インフラ,ヒト,新規,E83,その他：IT商品、ハード等,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,,,,90000,30000,0.25,,,,,,,,,,,,,,,,,,,,,
ク基技,ク基技,営業,戸村,D,ダイダン様　LANリプレース　ヒト,2a 個別案件型システム開発,201,インフラサービス,ES,ダイダン,外,インフラ,ヒト,新規,E83,その他：IT商品、ハード等,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2460000,,,,1968000,492000,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ク基技,ク基技,営業,戸村,C1,ダイダン様　リモビス関連NW機器導入（ヒト）,2a 個別案件型システム開発,201,インフラサービス,ES,ダイダン,外,インフラ,ヒト,新規,E83,その他：IT商品、ハード等,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,395000,0,0,277515,327485,0.327485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0
ク基技,ク基技,営業,戸村,C0,トヨタコニックアルファ様向けPC導入（ハードウェア）,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B7D,BSその他,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1659480,,1492580,0,0,166900,0.100573674,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,営業,戸村,C0,トヨタコニックアルファ様向けPC導入（ソフトウェア：ｻｰﾊﾞｰ・ｸﾗｲｱﾝﾄﾗｲｾﾝｽ）,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B7D,BSその他,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,218900,,196736,0,0,22164,0.101251713,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,営業,戸村,C0,トヨタコニックアルファ様向けPC導入（ソフトウェア：Active! gate SS）,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B7D,BSその他,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,97780,,88000,0,0,9780,0.100020454,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,営業,戸村,C0,トヨタコニックアルファ様_ネットワーク費用初期費用（4月開通分）,2b 個別案件型システム開発保守サービス,201,ネットワーク利用料,EIT,ISID,内,インフラ,モノ,新規,B7D,BSその他,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,153000,,,53000,0,100000,0.653594771,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
,ク基技,営業,戸村,C0,トヨタコニックアルファ様_高セキュリティルーム　ハードウェア初期費用,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,0,2221700,,1732436,,,489264,0.220220552,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
,ク基技,営業,戸村,C0,トヨタコニックアルファ様_高セキュリティルーム　ハードウェア初期費用：備品,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,0,100000,,19800,,,80200,0.802,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,営業,戸村,C0,トヨタコニックアルファ様 脆弱性診断費用,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B7D,BSその他,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,992000,0,892800,,0,99200,0.1,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,営業,安原,C0,セブン銀行　　監視・システム運用サービス（初期費用）,2b 個別案件型システム開発保守サービス,201,インフラサービス,金融,ISID,内,インフラ,ヒト,新規,B7D,BSその他,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
ク基技,ク基技,営業,安原,C0,相鉄　本対策 BIG-IPバージョンアップ,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B7D,BSその他,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,675000,138302,0,,11572,525126,0.777964444,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
ク基技,ク基技,,,,（インフラ支援・ネットワーク支援　モノ系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ク基技,ク基技,営業,戸村,C0,PB様インターネット環境リプレース（インターネット回線費用）（2020/4-2021/3）,6b 情報機器･その他ソフト保守,999,指定なし,EIT,ISID,内,インフラ,モノ,継続,B7D,BSその他,270400,0,0,252500,0,17900,0.066198225,270400,0,0,252500,0,17900,0.066198225,270400,0,0,252500,0,17900,0.066198225,270400,0,0,252500,0,17900,0.066198225,270400,0,0,252500,0,17900,0.066198225,270400,0,0,256200,0,14200,0.052514793,270400,0,0,256200,0,14200,0.052514793,270400,0,0,256200,0,14200,0.052514793,270400,0,0,256200,0,14200,0.052514793,270400,0,0,256200,0,14200,0.052514793,270400,0,0,256200,0,14200,0.052514793,270400,0,0,256200,0,14200,0.052514793
ク基技,ク基技,営業,戸村,C0,PB様インターネット環境リプレース（DR運用費用）（2020/4-2021/3）,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,モノ,継続,B7D,BSその他,209000,0,0,110561,15339,83100,0.397607656,209000,0,0,104490,0,104510,0.500047847,209000,0,0,105798,4017,99185,0.474569378,209000,0,0,114025,57859,37116,0.177588517,209000,0,0,121058,15055,72887,0.348741627,209000,0,0,198543,0,10457,0.050033493,209000,0,0,198543,0,10457,0.050033493,209000,0,0,198543,0,10457,0.050033493,209000,0,0,198543,0,10457,0.050033493,209000,0,0,198543,0,10457,0.050033493,209000,0,0,198543,0,10457,0.050033493,209000,0,0,198543,0,10457,0.050033493
ク基技,ク基技,営業,戸村,C0,PBインターネット接続NW機器保守（2020/4-20213）,6b 情報機器･その他ソフト保守,999,指定なし,EIT,ISID,内,インフラ,モノ,継続,B7D,BSその他,216137,0,203429,0,0,12708,0.058796041,216137,0,203429,0,0,12708,0.058796041,170293,0,155813,0,0,14480,0.085029919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ク基技,ク基技,営業,戸村,C0,PBインターネット環境リプレース（モノ系初期保守1）(2019/4-2024/3),6b 情報機器･その他ソフト保守,999,指定なし,EIT,ISID,内,インフラ,モノ,継続,B7D,BSその他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8540,0,7940,0,0,600,0.070257611,8540,0,7940,0,0,600,0.070257611,8540,0,7940,0,0,600,0.070257611,8540,0,7940,0,0,600,0.070257611,8540,0,7940,0,0,600,0.070257611,8540,0,7940,0,0,600,0.070257611,8540,0,7940,0,0,600,0.070257611,8540,0,7940,0,0,600,0.070257611,8540,0,7940,0,0,600,0.070257611,8540,0,7940,0,0,600,0.070257611
ク基技,ク基技,営業,戸村,C0,PBインターネット環境リプレース（モノ系初期保守2）(2019/4-2024/3),6b 情報機器･その他ソフト保守,999,指定なし,EIT,ISID,内,インフラ,モノ,継続,B7D,BSその他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19673,0,18885,0,0,788,0.040054898,19673,0,18885,0,0,788,0.040054898,19673,0,18885,0,0,788,0.040054898,19673,0,18885,0,0,788,0.040054898,19673,0,18885,0,0,788,0.040054898,19673,0,18885,0,0,788,0.040054898,19673,0,18885,0,0,788,0.040054898,19673,0,18885,0,0,788,0.040054898,19673,0,18885,0,0,788,0.040054898,19673,0,18885,0,0,788,0.040054898
ク基技,ク基技,営業,戸村,C0,PBインターネット接続NW機器保守(2021/4-2022/3),6b 情報機器･その他ソフト保守,999,指定なし,EIT,ISID,内,インフラ,モノ,継続,B7D,BSその他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170297,0,155817,0,0,14480,0.085027922,170297,0,155817,0,0,14480,0.085027922,170296,0,156672.32,0,0,13623.68,0.08,170296,0,156672.32,0,0,13623.68,0.08,170296,0,156672.32,0,0,13623.68,0.08,170296,0,156672.32,0,0,13623.68,0.08,170296,0,156672.32,0,0,13623.68,0.08,170296,0,156672.32,0,0,13623.68,0.08,170296,0,156672.32,0,0,13623.68,0.08
ク基技,ク基技,営業,戸村,C0,PBインターネット接続Citrix保守(2021/4-2022/3),6b 情報機器･その他ソフト保守,999,指定なし,EIT,ISID,内,インフラ,モノ,継続,B7D,BSその他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17633,0,20783,0,0,-3150,-0.178642318,17628,0,17096,0,0,532,0.03017926,17628,0,17096,0,0,532,0.03017926,17627,0,14454.14,0,0,3172.86,0.18,17627,0,14454.14,0,0,3172.86,0.18,17627,0,14454.14,0,0,3172.86,0.18,17627,0,14454.14,0,0,3172.86,0.18,17627,0,14454.14,0,0,3172.86,0.18,17627,0,14454.14,0,0,3172.86,0.18,17627,0,14454.14,0,0,3172.86,0.18
ク基技,ＰＦ１,営業,戸村,C0,PB様　パソコン決裁　7Business（初期）,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B7D,BSその他,0,,0,,0,0,0,0,,0,,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,0
ク基技,ＰＦ１,営業,戸村,C0,PB様　パソコン決裁　7Business（保守）,6b 情報機器･その他ソフト保守,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B7D,BSその他,0,,0,,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0
ク基技,ク基技,営業,安原,C0,オークマ株式会社WANネットワーク再構築　回線,6b 情報機器･その他ソフト保守,999,指定なし,EIT,ISID,内,インフラ,モノ,継続,B7D,BSその他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ク基技,ク基技,営業,安原,C0,オークマ株式会社WANネットワーク再構築　NW機器保守,6b 情報機器･その他ソフト保守,999,指定なし,EIT,ISID,内,インフラ,モノ,継続,B7D,BSその他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ク基技,ク基技,営業,戸村,C1,ダイダン様（セラボ殿町）UPSリプレース　モノ,6a 情報機器･その他ソフト販売,201,インフラサービス,ES,ダイダン,外,インフラ,モノ,新規,E83,その他：IT商品、ハード等,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57900,0,52110,0,0,5790,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0
ク基技,ク基技,営業,戸村,C0,ダイダン様　生産機器用UPS,6a 情報機器･その他ソフト販売,201,インフラサービス,ES,ダイダン,外,インフラ,モノ,新規,E83,その他：IT商品、ハード等,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100800,0,85671,0,0,15129,0.150089286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0
